"No.","Time","Source","Destination","Protocol","Length","Info"
"483","34.274746","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=30542 Ack=14511 Win=2048 Len=1348 TSval=1495725362 TSecr=2482541153 [TCP PDU reassembled in 485]"
"484","34.274748","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=31890 Ack=14511 Win=2048 Len=1348 TSval=1495725362 TSecr=2482541153 [TCP PDU reassembled in 485]"
"485","34.274804","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TLSv1.2","270","Application Data"
"486","34.274867","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TLSv1.2","956","Application Data"
"487","34.300353","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=14511 Ack=23802 Win=26 Len=0 TSval=2482542407 TSecr=1495725362"
"488","34.300354","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=14511 Ack=25150 Win=26 Len=0 TSval=2482542407 TSecr=1495725362"
"489","34.300354","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=14511 Ack=26498 Win=26 Len=0 TSval=2482542407 TSecr=1495725362"
"490","34.300354","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=14511 Ack=27846 Win=26 Len=0 TSval=2482542407 TSecr=1495725362"
"491","34.300355","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=14511 Ack=29194 Win=26 Len=0 TSval=2482542408 TSecr=1495725362"
"492","34.300355","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=14511 Ack=30542 Win=26 Len=0 TSval=2482542408 TSecr=1495725362"
"493","34.300356","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=14511 Ack=33238 Win=26 Len=0 TSval=2482542408 TSecr=1495725362"
"494","34.300356","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=14511 Ack=33422 Win=26 Len=0 TSval=2482542408 TSecr=1495725362"
"495","34.300357","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=14511 Ack=34292 Win=26 Len=0 TSval=2482542408 TSecr=1495725362"
"503","36.738875","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TLSv1.2","121","Application Data"
"510","36.761322","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=14511 Ack=34327 Win=26 Len=0 TSval=2482544870 TSecr=1495727826"
"514","36.769664","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=34327 Ack=14511 Win=2048 Len=1348 TSval=1495727857 TSecr=2482544870 [TCP PDU reassembled in 518]"
"515","36.769666","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=35675 Ack=14511 Win=2048 Len=1348 TSval=1495727857 TSecr=2482544870 [TCP PDU reassembled in 518]"
"516","36.769668","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=37023 Ack=14511 Win=2048 Len=1348 TSval=1495727857 TSecr=2482544870 [TCP PDU reassembled in 518]"
"517","36.769669","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=38371 Ack=14511 Win=2048 Len=1348 TSval=1495727857 TSecr=2482544870 [TCP PDU reassembled in 518]"
"518","36.769717","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TLSv1.2","339","Application Data"
"519","36.769762","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=39972 Ack=14511 Win=2048 Len=1348 TSval=1495727857 TSecr=2482544870 [TCP PDU reassembled in 520]"
"520","36.769772","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TLSv1.2","286","Application Data"
"521","36.780110","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=41520 Ack=14511 Win=2048 Len=1348 TSval=1495727867 TSecr=2482544870 [TCP PDU reassembled in 525]"
"522","36.780112","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=42868 Ack=14511 Win=2048 Len=1348 TSval=1495727867 TSecr=2482544870 [TCP PDU reassembled in 525]"
"523","36.780113","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=44216 Ack=14511 Win=2048 Len=1348 TSval=1495727867 TSecr=2482544870 [TCP PDU reassembled in 525]"
"524","36.780114","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=45564 Ack=14511 Win=2048 Len=1348 TSval=1495727867 TSecr=2482544870 [TCP PDU reassembled in 525]"
"525","36.780192","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TLSv1.2","310","Application Data"
"526","36.780289","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=47136 Ack=14511 Win=2048 Len=1348 TSval=1495727867 TSecr=2482544870 [TCP PDU reassembled in 527]"
"527","36.780326","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TLSv1.2","161","Application Data"
"529","36.791658","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=14511 Ack=35675 Win=26 Len=0 TSval=2482544898 TSecr=1495727857"
"530","36.791659","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=14511 Ack=37023 Win=26 Len=0 TSval=2482544899 TSecr=1495727857"
"531","36.791660","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=14511 Ack=38371 Win=26 Len=0 TSval=2482544899 TSecr=1495727857"
"532","36.791660","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=14511 Ack=39972 Win=26 Len=0 TSval=2482544899 TSecr=1495727857"
"533","36.791662","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=14511 Ack=41520 Win=26 Len=0 TSval=2482544899 TSecr=1495727857"
"541","36.798038","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=14511 Ack=42868 Win=26 Len=0 TSval=2482544907 TSecr=1495727867"
"542","36.798041","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=14511 Ack=44216 Win=26 Len=0 TSval=2482544907 TSecr=1495727867"
"543","36.798041","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=14511 Ack=45564 Win=26 Len=0 TSval=2482544907 TSecr=1495727867"
"544","36.798042","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=14511 Ack=47136 Win=26 Len=0 TSval=2482544907 TSecr=1495727867"
"545","36.798073","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=14511 Ack=48559 Win=26 Len=0 TSval=2482544908 TSecr=1495727867"
"553","36.848272","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TLSv1.2","669","Application Data"
"554","36.848273","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TLSv1.2","133","Application Data"
"555","36.848273","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TLSv1.2","117","Application Data"
"556","36.848365","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","86","58743  >  443 [ACK] Seq=48559 Ack=15172 Win=2037 Len=0 TSval=1495727936 TSecr=2482544957"
"557","36.849287","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TLSv1.2","121","Application Data"
"558","36.852736","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TLSv1.2","383","Application Data"
"559","36.852737","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TLSv1.2","164","Application Data, Application Data"
"560","36.852830","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","86","58743  >  443 [ACK] Seq=48594 Ack=15547 Win=2042 Len=0 TSval=1495727940 TSecr=2482544962"
"562","36.863934","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=15547 Ack=48594 Win=26 Len=0 TSval=2482544972 TSecr=1495727936"
"570","37.882565","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=48594 Ack=15547 Win=2048 Len=1348 TSval=1495728970 TSecr=2482544972 [TCP PDU reassembled in 575]"
"571","37.882568","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=49942 Ack=15547 Win=2048 Len=1348 TSval=1495728970 TSecr=2482544972 [TCP PDU reassembled in 575]"
"572","37.882569","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=51290 Ack=15547 Win=2048 Len=1348 TSval=1495728970 TSecr=2482544972 [TCP PDU reassembled in 575]"
"573","37.882570","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=52638 Ack=15547 Win=2048 Len=1348 TSval=1495728970 TSecr=2482544972 [TCP PDU reassembled in 575]"
"574","37.882572","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=53986 Ack=15547 Win=2048 Len=1348 TSval=1495728970 TSecr=2482544972 [TCP PDU reassembled in 575]"
"575","37.882682","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TLSv1.2","481","Application Data"
"576","37.882743","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TLSv1.2","820","Application Data"
"577","37.888544","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=56463 Ack=15547 Win=2048 Len=1348 TSval=1495728976 TSecr=2482544972 [TCP PDU reassembled in 581]"
"578","37.888546","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=57811 Ack=15547 Win=2048 Len=1348 TSval=1495728976 TSecr=2482544972 [TCP PDU reassembled in 581]"
"579","37.888548","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=59159 Ack=15547 Win=2048 Len=1348 TSval=1495728976 TSecr=2482544972 [TCP PDU reassembled in 581]"
"580","37.888550","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=60507 Ack=15547 Win=2048 Len=1348 TSval=1495728976 TSecr=2482544972 [TCP PDU reassembled in 581]"
"581","37.888639","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TLSv1.2","310","Application Data"
"582","37.888713","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","1434","58743  >  443 [ACK] Seq=62079 Ack=15547 Win=2048 Len=1348 TSval=1495728976 TSecr=2482544972 [TCP PDU reassembled in 583]"
"583","37.888727","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TLSv1.2","196","Application Data"
"586","37.909276","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=15547 Ack=49942 Win=26 Len=0 TSval=2482546013 TSecr=1495728970"
"587","37.909278","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=15547 Ack=51290 Win=26 Len=0 TSval=2482546013 TSecr=1495728970"
"588","37.909279","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=15547 Ack=52638 Win=26 Len=0 TSval=2482546013 TSecr=1495728970"
"589","37.909280","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=15547 Ack=53986 Win=26 Len=0 TSval=2482546013 TSecr=1495728970"
"590","37.909281","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=15547 Ack=55729 Win=26 Len=0 TSval=2482546014 TSecr=1495728970"
"591","37.909281","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=15547 Ack=56463 Win=26 Len=0 TSval=2482546014 TSecr=1495728970"
"592","37.909282","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=15547 Ack=59159 Win=26 Len=0 TSval=2482546014 TSecr=1495728976"
"593","37.909282","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=15547 Ack=60507 Win=26 Len=0 TSval=2482546014 TSecr=1495728976"
"594","37.909283","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=15547 Ack=62079 Win=26 Len=0 TSval=2482546014 TSecr=1495728976"
"595","37.909283","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58743 [ACK] Seq=15547 Ack=63537 Win=26 Len=0 TSval=2482546014 TSecr=1495728976"
"616","37.964365","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TLSv1.2","389","Application Data"
"617","37.964366","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TLSv1.2","133","Application Data"
"618","37.964367","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TLSv1.2","117","Application Data"
"619","37.964491","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","86","58743  >  443 [ACK] Seq=63537 Ack=15928 Win=2042 Len=0 TSval=1495729052 TSecr=2482546066"
"622","38.057779","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TLSv1.2","628","Application Data"
"623","38.057781","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TLSv1.2","119","Application Data"
"625","38.057877","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","86","58743  >  443 [ACK] Seq=63537 Ack=16503 Win=2039 Len=0 TSval=1495729145 TSecr=2482546164"
"627","38.064533","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","1434","443  >  58743 [ACK] Seq=16503 Ack=63537 Win=26 Len=1348 TSval=2482546170 TSecr=1495729052 [TCP PDU reassembled in 636]"
"628","38.064661","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","86","58743  >  443 [ACK] Seq=63537 Ack=17851 Win=2026 Len=0 TSval=1495729152 TSecr=2482546170"
"629","38.066487","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","1434","443  >  58743 [ACK] Seq=17851 Ack=63537 Win=26 Len=1348 TSval=2482546170 TSecr=1495729052 [TCP PDU reassembled in 636]"
"630","38.066489","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","1434","443  >  58743 [ACK] Seq=19199 Ack=63537 Win=26 Len=1348 TSval=2482546170 TSecr=1495729052 [TCP PDU reassembled in 636]"
"631","38.066490","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","1434","443  >  58743 [ACK] Seq=20547 Ack=63537 Win=26 Len=1348 TSval=2482546170 TSecr=1495729052 [TCP PDU reassembled in 636]"
"632","38.066491","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","1434","443  >  58743 [ACK] Seq=21895 Ack=63537 Win=26 Len=1348 TSval=2482546170 TSecr=1495729052 [TCP PDU reassembled in 636]"
"633","38.066496","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","1434","443  >  58743 [ACK] Seq=23243 Ack=63537 Win=26 Len=1348 TSval=2482546170 TSecr=1495729052 [TCP PDU reassembled in 636]"
"634","38.066496","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","1434","443  >  58743 [ACK] Seq=24591 Ack=63537 Win=26 Len=1348 TSval=2482546170 TSecr=1495729052 [TCP PDU reassembled in 636]"
"635","38.066513","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","1434","443  >  58743 [ACK] Seq=25939 Ack=63537 Win=26 Len=1348 TSval=2482546170 TSecr=1495729052 [TCP PDU reassembled in 636]"
"636","38.066514","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TLSv1.2","324","Application Data"
"637","38.066515","2606:4700:4400::ac40:9bd1","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TLSv1.2","117","Application Data"
"638","38.066715","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","86","58743  >  443 [ACK] Seq=63537 Ack=27556 Win=1896 Len=0 TSval=1495729154 TSecr=2482546170"
"639","38.066862","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::ac40:9bd1","TCP","86","[TCP Window Update] 58743  >  443 [ACK] Seq=63537 Ack=27556 Win=2048 Len=0 TSval=1495729154 TSecr=2482546170"
"646","39.835287","2620:1ec:50::12","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TLSv1.2","113","Application Data"
"647","39.835289","192.168.1.125","192.168.1.161","TCP","78","57044  >  7000 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2179116619 TSecr=0 SACK_PERM"
"648","39.835455","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2620:1ec:50::12","TCP","74","58741  >  443 [ACK] Seq=7335 Ack=294 Win=4095 Len=0"
"649","39.835777","192.168.1.161","192.168.1.125","TCP","78","7000  >  57044 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=64 TSval=3955343676 TSecr=2179116619 SACK_PERM"
"650","39.837181","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2620:1ec:50::12","TLSv1.2","109","Application Data"
"651","39.837327","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2620:1ec:50::12","TLSv1.2","109","Application Data"
"652","39.843850","192.168.1.125","192.168.1.161","TCP","66","57044  >  7000 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=2179116710 TSecr=3955343676"
"653","39.843851","192.168.1.125","192.168.1.161","TCP","107","57044  >  7000 [PSH, ACK] Seq=1 Ack=1 Win=131712 Len=41 TSval=2179116710 TSecr=3955343676"
"654","39.844007","192.168.1.161","192.168.1.125","TCP","66","7000  >  57044 [ACK] Seq=1 Ack=42 Win=129152 Len=0 TSval=3955343684 TSecr=2179116710"
"655","39.849552","2620:1ec:50::12","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","74","443  >  58741 [ACK] Seq=294 Ack=7370 Win=16385 Len=0"
"656","39.849554","2620:1ec:50::12","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","74","443  >  58741 [ACK] Seq=294 Ack=7405 Win=16385 Len=0"
"657","39.867904","192.168.1.161","192.168.1.125","TCP","1514","7000  >  57044 [ACK] Seq=1 Ack=42 Win=131072 Len=1448 TSval=3955343708 TSecr=2179116710"
"658","39.867954","192.168.1.161","192.168.1.125","TCP","548","7000  >  57044 [PSH, ACK] Seq=1449 Ack=42 Win=131072 Len=482 TSval=3955343708 TSecr=2179116710"
"659","39.875781","192.168.1.125","192.168.1.161","TCP","66","57044  >  7000 [ACK] Seq=42 Ack=1931 Win=129792 Len=0 TSval=2179116742 TSecr=3955343708"
"660","39.876356","192.168.1.125","192.168.1.161","TCP","66","57044  >  7000 [FIN, ACK] Seq=42 Ack=1931 Win=131072 Len=0 TSval=2179116743 TSecr=3955343708"
"661","39.876527","192.168.1.161","192.168.1.125","TCP","66","7000  >  57044 [ACK] Seq=1931 Ack=43 Win=131072 Len=0 TSval=3955343716 TSecr=2179116743"
"662","39.876734","192.168.1.161","192.168.1.125","TCP","66","7000  >  57044 [FIN, ACK] Seq=1931 Ack=43 Win=131072 Len=0 TSval=3955343716 TSecr=2179116743"
"663","39.883828","192.168.1.125","192.168.1.161","TCP","66","57044  >  7000 [ACK] Seq=43 Ack=1932 Win=131072 Len=0 TSval=2179116750 TSecr=3955343716"
"664","39.975753","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2607:f8b0:4023:100b::bc","TCP","74","58740  >  5228 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"665","39.995013","2607:f8b0:4023:100b::bc","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","[TCP ACKed unseen segment] 5228  >  58740 [ACK] Seq=1 Ack=2 Win=1047 Len=0 TSval=3824335431 TSecr=2468009006"
"668","40.580841","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::6812:202f","TCP","74","58742  >  443 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"669","40.606831","2606:4700:4400::6812:202f","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","[TCP ACKed unseen segment] 443  >  58742 [ACK] Seq=1 Ack=2 Win=18 Len=0 TSval=590706752 TSecr=3026614907"
"673","40.703046","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::6812:202f","TLSv1.2","264","[TCP Previous segment not captured] , Application Data"
"674","40.703101","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::6812:202f","TLSv1.2","125","Application Data"
"675","40.703137","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::6812:202f","TCP","1434","58742  >  443 [ACK] Seq=219 Ack=1 Win=2048 Len=1348 TSval=3026705088 TSecr=590706752 [TCP PDU reassembled in 676]"
"676","40.703148","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::6812:202f","TLSv1.2","1089","Application Data"
"678","40.721076","2606:4700:4400::6812:202f","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58742 [ACK] Seq=1 Ack=180 Win=18 Len=0 TSval=590706868 TSecr=3026705088"
"679","40.721079","2606:4700:4400::6812:202f","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58742 [ACK] Seq=1 Ack=219 Win=18 Len=0 TSval=590706868 TSecr=3026705088"
"680","40.721081","2606:4700:4400::6812:202f","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58742 [ACK] Seq=1 Ack=1567 Win=18 Len=0 TSval=590706868 TSecr=3026705088"
"681","40.721081","2606:4700:4400::6812:202f","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TLSv1.2","125","Application Data"
"684","40.721403","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::6812:202f","TCP","86","58742  >  443 [ACK] Seq=2570 Ack=40 Win=2047 Len=0 TSval=3026705107 TSecr=590706868"
"685","40.753336","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::6812:202f","TCP","1089","[TCP Retransmission] 58742  >  443 [PSH, ACK] Seq=1567 Ack=40 Win=2048 Len=1003 TSval=3026705139 TSecr=590706868 [TCP PDU reassembled in 676]"
"687","40.760707","2606:4700:4400::6812:202f","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","443  >  58742 [ACK] Seq=40 Ack=2570 Win=18 Len=0 TSval=590706910 TSecr=3026705088"
"688","40.767531","2606:4700:4400::6812:202f","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","98","[TCP Dup ACK 687#1] 443  >  58742 [ACK] Seq=40 Ack=2570 Win=18 Len=0 TSval=590706917 TSecr=3026705139 SLE=1567 SRE=2570"
"689","40.781229","2606:4700:4400::6812:202f","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TLSv1.2","658","Application Data"
"690","40.781231","2606:4700:4400::6812:202f","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TLSv1.2","133","Application Data"
"691","40.781232","2606:4700:4400::6812:202f","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TLSv1.2","117","Application Data"
"692","40.781376","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::6812:202f","TCP","86","58742  >  443 [ACK] Seq=2570 Ack=690 Win=2037 Len=0 TSval=3026705167 TSecr=590706928"
